Gene	5 prime intergenic length	Motif count	Motif positions(plus strand)	Motif positions(minus strand)
PMAA_024760	197	3	-46	-44,-66
PMAA_020000	1758	3	-983	-617,-1363
PMAA_056860	2126	6	-293	-867,-1294,-1550,-1739,-1827
PMAA_063300	823	5	-763	-243,-254,-325,-400
PMAA_088660	1113	3	-112,-128,-1060	
PMAA_025010	439	2	-325	-8
PMAA_002180	865	1	-238	
PMAA_044980	1319	2	-407,-1045	
PMAA_015540	2290	8	-419,-743,-1348,-1625,-1641,-2263	-208,-1094
PMAA_084130	452	3	-169,-240	-222
PMAA_024490	823	6	-376,-456	-74,-511,-650,-673
PMAA_092340	256	1	-122	
PMAA_085980	1603	3		-82,-493,-904
PMAA_053630	796	3		-186,-381,-584
PMAA_028070	290	1		-87
PMAA_096850	2500	6	-219,-683,-826	-74,-562,-578
PMAA_053320	781	5	-198,-572,-621	-293,-404
PMAA_005050	2500	13	-37,-211,-1091,-1333,-1697,-2378	-429,-623,-712,-1754,-2258,-2338,-2460
PMAA_014800	766	3	-566	-258,-724
PMAA_084050	419	4	-93,-246	-66,-115
PMAA_013270	495	1		-89
PMAA_014690	424	3	-74,-148,-398	
PMAA_076230	2500	3	-1783,-2375	-190
PMAA_072030	327	1		-95
PMAA_069880	183	2	-179	-46
PMAA_025140	1762	3	-762	-876,-1021
PMAA_074660	1001	5	-581,-795	-37,-451,-747
PMAA_009990	530	1	-308	
PMAA_005230	241	2	-44,-238	
PMAA_070760	552	6		-16,-122,-129,-201,-292,-388
PMAA_012090	758	3	-184	-580,-692
PMAA_101110	562	5	-113,-205,-309,-503	-215
PMAA_067150	1724	15	-77,-161,-662,-730,-970,-1201,-1361,-1646	-5,-236,-548,-812,-892,-1569,-1601
PMAA_095120	262	3	-159	-110,-134
PMAA_069370	998	4	-911	-181,-279,-973
PMAA_062300	2500	9	-579,-665,-1741,-2067,-2126,-2386	-1595,-1638,-2005
PMAA_021710	2500	3	-436,-775,-795	
PMAA_101650	1955	9	-443,-1761	-165,-1128,-1138,-1219,-1258,-1423,-1533
PMAA_101300	162	2		-51,-129
PMAA_030540	438	2	-45,-67	
PMAA_009190	619	2		-48,-300
PMAA_102300	1755	10	-6,-402,-838	-11,-53,-164,-499,-580,-619,-1610
PMAA_063870	908	5	-628,-639,-812	-741,-836
PMAA_031760	133	1	-35	
PMAA_031940	1599	5	-224,-1537	-17,-595,-880
PMAA_055430	1513	4	-73,-782	-388,-564
PMAA_093430	131	1	-51	
PMAA_027710	1693	9	-366,-372,-990,-1241	-800,-925,-950,-1142,-1583
PMAA_076640	2500	12	-898,-1759,-1821	-331,-355,-535,-562,-1031,-1334,-1380,-1649,-2454
PMAA_057800	275	1	-262	
PMAA_050670	1769	3	-139,-801	-1634
PMAA_095820	2500	9	-345,-1121,-1301,-1348,-1493,-2371	-677,-1828,-2296
PMAA_032940	1678	6	-49,-67,-77,-182,-795,-1461	
PMAA_040400	85	1		-25
PMAA_038570	516	3		-13,-231,-312
PMAA_059400	914	1	-417	
PMAA_091490	862	3	-433,-526	-702
PMAA_029810	453	3	-76,-415	-100
PMAA_080930	1373	9	-180,-236,-255,-561,-671,-830	-198,-349,-736
PMAA_080240	659	1		-561
PMAA_051670	91	2	-8,-41	
PMAA_036080	978	5	-48,-85,-752	-84,-403
PMAA_055770	278	4		-55,-141,-165,-204
PMAA_096140	2500	6	-2454	-552,-605,-915,-1263,-1879
PMAA_058310	416	3	-246	-91,-222
PMAA_018290	263	1	-60	
PMAA_011650	927	6	-425,-467	-90,-376,-408,-754
PMAA_055950	237	2	-193	-191
PMAA_083910	586	2		-75,-254
PMAA_054040	1463	4	-921,-1200,-1308	-1264
PMAA_011380	668	3		-82,-319,-563
PMAA_040740	1501	2	-565,-1046	
PMAA_042670	389	2		-69,-145
PMAA_082060	639	1	-353	
PMAA_101330	157	1		-150
PMAA_048510	622	1	-140	
PMAA_078960	2500	7	-485,-1146	-99,-156,-1604,-1628,-2424
PMAA_017760	865	2	-63,-521	
PMAA_061650	2500	9	-30,-486,-545,-1692	-151,-220,-1118,-1302,-2117
PMAA_066680	661	3	-488	-132,-463
PMAA_069460	940	2	-201,-819	
PMAA_039190	2500	12	-235,-576,-2494	-350,-484,-757,-977,-1058,-1095,-1913,-2160,-2265
PMAA_097710	207	2	-170	-180
PMAA_025230	322	2		-131,-285
PMAA_049600	1050	4	-110,-775	-544,-599
PMAA_018070	337	2		-27,-283
PMAA_011030	585	1		-22
PMAA_068220	2384	8	-67,-507,-1996	-21,-95,-1096,-1175,-1557
PMAA_032410	298	1		-292
PMAA_065320	1314	5	-234,-410,-911	-246,-531
PMAA_037680	2158	6	-232,-1921	-5,-685,-1281,-1996
PMAA_040060	2297	2	-2174	-953
PMAA_077510	240	1	-189	
PMAA_051090	568	6	-422	-4,-13,-28,-282,-353
PMAA_066350	1047	4	-513,-730,-931	-595
PMAA_058530	628	1	-364	
PMAA_069790	2039	10	-185,-487,-1065,-2024	-66,-624,-758,-1143,-1595,-1766
PMAA_039220	2500	4	-435,-1445,-2494	-880
PMAA_086180	218	1		-55
PMAA_089320	2430	6	-1795,-1972,-2232	-38,-2085,-2156
PMAA_063490	233	2	-161,-187	
PMAA_005430	2435	7	-1903,-1942,-2023	-878,-1224,-1247,-1693
PMAA_034810	669	3		-61,-341,-547
PMAA_088320	2500	13	-82,-769,-879,-886,-1047,-1411,-1426,-1612,-1723,-1851	-135,-342,-2001
PMAA_037350	1087	6	-473,-606,-663	-355,-575,-923
PMAA_024140	132	2	-45	-50
PMAA_010920	417	4	-255,-320	-142,-273
PMAA_092910	758	1	-554	
PMAA_078340	2500	7	-192,-201,-210,-235,-947,-1600	-2304
PMAA_005080	937	2	-520	-586
PMAA_044400	58	1	-39	
PMAA_014230	942	3	-235	-544,-926
PMAA_014950	2248	4	-1505,-2092	-994,-1713
PMAA_082110	2500	6	-865,-965,-1402,-1495	-575,-762
PMAA_022670	927	4	-435	-30,-60,-780
PMAA_088490	2500	6	-1109,-1594	-825,-1288,-1311,-2212
PMAA_081320	2500	8	-119,-2061	-157,-216,-1041,-1589,-1602,-1968
PMAA_047170	655	7	-152,-158,-177,-458	-55,-156,-241
PMAA_041180	1846	3	-205	-661,-1461
PMAA_087210	298	2		-175,-184
PMAA_017470	745	2	-197	-27
PMAA_019650	775	4	-58,-550	-120,-170
PMAA_049400	1134	5	-89,-281,-474,-607	-534
PMAA_046800	1420	6	-106,-602,-1209	-944,-1119,-1253
PMAA_072850	910	4	-77,-870	-100,-302
PMAA_064050	2500	6	-91,-588,-723	-937,-1233,-1791
PMAA_014560	1100	3	-416	-107,-594
PMAA_079940	442	5	-98,-104,-289	-120,-331
PMAA_060740	391	3	-117,-290	-303
PMAA_008310	1766	4	-1296,-1559	-612,-1662
PMAA_060210	168	2	-149	-46
PMAA_007160	1705	8	-25,-249,-621,-828,-904	-1438,-1534,-1562
PMAA_076000	481	2	-241,-322	
PMAA_067970	2500	6	-304	-279,-443,-1375,-1676,-2162
PMAA_072930	293	2	-183,-248	
PMAA_023520	2286	8	-507,-961,-1334,-1619,-1907,-1964,-2157	-374
PMAA_041440	269	2	-135	-160
PMAA_023030	635	3	-55,-141,-299	
PMAA_089810	640	4	-574	-229,-521,-538
PMAA_094160	505	2	-195,-387	
PMAA_098660	1542	4	-314,-599,-651,-1430	
PMAA_093390	1811	10	-13,-59,-851,-1016,-1409	-229,-241,-594,-616,-1236
PMAA_079580	2380	7	-6,-349,-754,-1933	-953,-1899,-2002
PMAA_099530	1438	6	-96,-1220	-65,-550,-674,-734
PMAA_057270	146	2	-78	-48
PMAA_007570	1878	8	-63,-417,-1123,-1204,-1339,-1853	-1172,-1727
PMAA_099280	2500	13	-242,-323,-733,-1581,-1731,-1778,-2058,-2423	-432,-1088,-1272,-1495,-2003
PMAA_087610	410	4		-194,-295,-303,-369
PMAA_021010	636	1		-165
PMAA_041230	2500	5	-1168,-1755,-2195	-1166,-1681
PMAA_064440	1174	3	-1169	-21,-99
PMAA_012400	1668	6	-1171,-1177,-1231	-210,-378,-1521
PMAA_093890	1003	5	-45,-494,-591	-98,-277
PMAA_030220	1301	3	-575	-228,-1045
PMAA_007780	1156	4		-255,-336,-375,-893
PMAA_098480	896	4	-91,-252,-496	-853
PMAA_056450	894	2	-756	-391
PMAA_094700	1364	4	-152,-597	-157,-1048
PMAA_074690	704	2	-73,-399	
PMAA_050440	369	2	-229	-142
PMAA_057490	687	2	-412,-687	
PMAA_090660	643	4	-15,-406	-183,-259
PMAA_099750	2500	6	-965,-1023,-2449	-1565,-1776,-2345
PMAA_015830	1299	5	-54,-329,-380	-655,-1070
PMAA_077350	1288	3	-18,-501,-699	
PMAA_029660	980	2	-136,-611	
PMAA_001780	1129	4	-372,-821	-220,-1028
PMAA_091390	403	5	-214,-261,-305	-82,-332
PMAA_080030	2500	7	-12,-335,-415	-316,-605,-1550,-2205
PMAA_073510	278	2	-274	-170
PMAA_080740	1451	12	-369,-552,-828,-963,-1174,-1268	-753,-1384,-1391,-1397,-1404,-1414
PMAA_092460	614	5	-119,-420,-509,-593	-205
PMAA_000920	2500	8	-630,-770,-1443,-1630,-2037	-1188,-1545,-2325
PMAA_006410	433	3	-48	-173,-209
PMAA_003790	366	2	-61	-238
PMAA_072200	842	6	-341,-372,-708	-589,-683,-830
PMAA_057140	394	3	-315	-99,-163
PMAA_030950	380	2		-108,-123
PMAA_030480	1774	8	-62,-304,-593,-743,-808,-1729,-1745	-1351
PMAA_001250	378	4		-168,-181,-200,-214
PMAA_003570	2500	5	-933,-1057,-2162	-435,-1121
PMAA_004600	2196	7	-21,-1176,-1638,-1767	-338,-661,-1591
PMAA_039760	251	1		-153
PMAA_028460	316	2	-250	-72
PMAA_053790	1067	3	-731	-498,-908
PMAA_009690	2201	11	-470,-565,-956,-997,-1655,-1693	-109,-721,-970,-1129,-1660
PMAA_036390	1392	4	-389	-145,-580,-784
PMAA_037900	1440	5	-598,-1013,-1246,-1382	-70
PMAA_031570	407	1		-260
PMAA_077680	624	2		-335,-358
PMAA_006310	171	1		-80
PMAA_027940	1205	2	-753	-201
PMAA_032880	2500	8	-414,-2329	-450,-1040,-1354,-1551,-1930,-2215
PMAA_065150	810	1	-505	
PMAA_101840	1001	7	-279,-332,-490,-744	-69,-132,-711
PMAA_035210	855	6	-346,-669	-202,-399,-411,-653
PMAA_054360	2120	8	-152,-208,-352,-1627,-1834	-351,-1236,-1662
PMAA_066160	2500	9	-432,-1090,-1123,-1623,-1755	-701,-784,-943,-2048
PMAA_051790	187	2	-110	-108
PMAA_029990	1915	9	-886,-910,-1550,-1777	-945,-1205,-1343,-1476,-1683
PMAA_092130	1918	6	-539,-719,-809,-1693	-1156,-1817
PMAA_028820	188	1	-18	
PMAA_053860	2500	4		-1705,-1930,-2080,-2364
PMAA_059850	1270	7	-696,-1167,-1230,-1256	-20,-847,-953
PMAA_102790	1314	6	-979,-1262	-128,-792,-1048,-1215
PMAA_031680	2307	4	-1326,-1428,-1719,-1859	
PMAA_058410	1865	8	-843,-959,-1528,-1735	-272,-302,-784,-809
PMAA_042490	1191	5	-596	-334,-538,-629,-653
PMAA_006880	2500	14	-411,-558,-618,-704,-1379,-2173	-483,-765,-925,-946,-1724,-1730,-2285,-2317
PMAA_059230	249	2	-14	-45
PMAA_054140	605	1	-456	
PMAA_078570	676	1	-428	
PMAA_010710	971	2	-557	-340
PMAA_010240	734	4	-110	-39,-227,-727
PMAA_035170	455	2	-124,-231	
PMAA_041930	150	1	-122	
PMAA_003590	134	1		-99
PMAA_022570	1202	3	-140,-535	-784
PMAA_009030	463	2		-26,-42
PMAA_017530	845	2	-165,-648	
PMAA_014000	835	2	-730	-444
PMAA_070510	720	4	-367,-536	-250,-487
PMAA_044230	313	2	-80	-121
PMAA_080130	1179	3	-78	-90,-743
PMAA_027360	653	2		-47,-633
PMAA_055890	114	1	-19	
PMAA_062510	1993	13	-298,-885,-914,-1168,-1284,-1858,-1927,-1937	-401,-902,-961,-1533,-1592
PMAA_004970	1095	2	-690	-476
PMAA_067740	933	7	-502,-607,-804,-853,-928	-122,-258
PMAA_074980	362	1	-113	
PMAA_048720	2500	2		-194,-839
PMAA_045940	1523	7	-12,-405,-1076	-214,-470,-590,-1019
PMAA_006130	1852	3	-679,-704	-1808
PMAA_033130	250	3	-80,-109	-78
PMAA_008730	1422	4	-62,-808,-1215	-1386
PMAA_048880	1896	7	-72,-417,-1641,-1864	-168,-1059,-1309
PMAA_069320	258	2	-42	-197
PMAA_069630	2500	15	-144,-302,-318,-366,-427,-620,-695,-883,-1246,-1504,-2179	-604,-1322,-1387,-2043
PMAA_044090	713	4	-85,-459,-649	-226
PMAA_036740	1346	2	-503,-1034	
PMAA_055090	769	2		-183,-596
PMAA_060910	562	2		-57,-449
PMAA_093660	1046	5	-274,-683,-722	-134,-854
PMAA_049950	1771	5	-885,-1304,-1579	-62,-165
PMAA_003210	379	2	-291	-188
PMAA_032080	1771	2	-1758	-1648
PMAA_033680	540	2	-80,-368	
PMAA_086790	70	1	-13	
PMAA_033860	2500	9	-280,-622,-638	-118,-324,-562,-743,-2274,-2357
PMAA_075470	992	2	-874,-887	
PMAA_041200	242	1	-134	
PMAA_055230	1434	6	-206	-8,-417,-594,-623,-683
PMAA_055540	1720	2		-591,-1644
PMAA_002330	1035	5	-633,-726	-349,-669,-834
PMAA_003610	206	1		-6
PMAA_003520	2196	9	-83,-320,-1432,-2016	-25,-47,-617,-1406,-2014
PMAA_081510	1950	5	-30,-688,-1150,-1711,-1931	
PMAA_088860	610	5	-108,-367	-19,-95,-136
PMAA_024850	526	3	-297,-475,-484	
PMAA_047760	2196	6	-12,-410,-1074,-1083,-1886	-713
PMAA_082300	551	2	-284	-132
PMAA_048230	1461	2	-437	-528
PMAA_068020	354	1		-251
PMAA_087820	938	2	-539,-721	
PMAA_012870	685	3	-457,-479	-623
PMAA_029390	460	2	-410	-393
PMAA_086420	799	2	-325	-634
PMAA_026560	351	1	-255	
PMAA_012650	207	1		-27
PMAA_085680	261	1	-233	
PMAA_008780	1004	2	-84,-131	
PMAA_071120	2500	7		-285,-317,-893,-1434,-1464,-2100,-2180
PMAA_026480	408	2	-180	-56
PMAA_018710	201	2	-185	-147
PMAA_043470	2500	10	-189,-1077,-1855,-2264,-2403	-498,-893,-2026,-2180,-2427
PMAA_074060	2500	6	-556,-1218,-1761,-2021	-281,-1278
PMAA_037440	596	4	-152	-13,-207,-254
PMAA_032620	1659	4	-1303	-239,-397,-742
PMAA_015060	1307	1		-782
PMAA_001800	2500	9	-737,-2295	-266,-286,-682,-1221,-1718,-1821,-2469
PMAA_060000	1356	6	-81,-819	-81,-120,-873,-1015
PMAA_087310	1378	7	-187,-753,-871,-992,-1045	-797,-869
PMAA_034660	581	1	-410	
PMAA_074420	283	2	-41	-168
PMAA_007310	1392	5	-967,-1277	-331,-671,-819
PMAA_011830	2500	4		-163,-386,-1470,-1824
PMAA_022280	409	2	-399	-386
PMAA_063260	2500	5	-598,-1124,-1476,-1551	-890
PMAA_065630	1572	7	-278,-305,-1414,-1530	-508,-737,-1358
PMAA_052010	876	3	-248,-257,-395	
PMAA_097370	189	2		-125,-166
PMAA_024700	553	1	-50	
PMAA_036210	2109	5	-135,-807,-1589,-1790	-435
PMAA_066980	548	1	-49	
PMAA_020020	113	1		-35
PMAA_041790	323	1		-157
PMAA_093870	422	1	-362	
PMAA_098830	1131	3	-411,-989	-284
PMAA_098340	1184	9	-88,-227,-889	-101,-421,-439,-446,-518,-567
PMAA_088680	167	1	-166	
PMAA_071050	250	3	-176	-182,-197
PMAA_025030	389	1		-40
PMAA_095150	409	2	-224	-318
PMAA_095620	790	8	-147,-182,-323,-492,-507,-608,-683,-740	
PMAA_065980	401	2		-47,-312
PMAA_084150	1578	3	-1009	-1172,-1569
PMAA_042700	175	4	-87	-5,-49,-94
PMAA_046630	390	3	-389	-37,-375
PMAA_046140	1087	2	-41	-184
PMAA_020280	290	2	-225,-281	
PMAA_056150	1703	5	-1116,-1180,-1319	-794,-1654
PMAA_053650	236	3	-27	-46,-107
PMAA_053300	2500	7	-1462	-145,-169,-330,-1265,-1911,-2176
PMAA_086880	1643	4	-288,-834	-363,-890
PMAA_014820	2500	11	-10,-59,-625,-1001,-1056,-2195	-198,-949,-1644,-1838,-2122
PMAA_076210	1553	5	-371,-827	-181,-1204,-1292
PMAA_079240	425	2	-319	-127
PMAA_084030	325	2	-107	-31
PMAA_041370	1955	6	-1056,-1495,-1654	-396,-1564,-1740
PMAA_057790	2250	9	-1398	-610,-822,-1026,-1188,-1246,-1362,-1539,-1746
PMAA_024930	2500	13	-614,-1186,-1735,-2471	-241,-279,-536,-933,-1507,-1531,-2138,-2479,-2488
PMAA_042640	1991	8	-254,-561,-1126,-1138,-1802	-25,-681,-1196
PMAA_021480	269	1	-91	
PMAA_075000	251	3	-142	-2,-50
PMAA_064850	268	4	-268	-93,-114,-122
PMAA_064580	1315	3	-315,-1223	-869
PMAA_009200	175	2	-122	-103
PMAA_070740	1438	4	-548,-757,-1184	-618
PMAA_005960	622	4	-45,-250,-264	-560
PMAA_027550	1582	2	-1374	-954
PMAA_024450	2500	5	-561,-796	-162,-281,-2055
PMAA_027880	2500	6	-1091,-1710,-2366	-1046,-1094,-1554
PMAA_083680	1012	4	-743,-777	-495,-557
PMAA_008880	421	1	-398	
PMAA_059450	601	1		-248
PMAA_021730	164	1	-58	
PMAA_006670	2476	7	-682,-2406	-422,-753,-828,-1272,-1484
PMAA_030560	768	1		-557
PMAA_101670	742	6	-167,-575	-21,-29,-518,-656
PMAA_080480	459	1	-379	
PMAA_028860	389	2	-79,-248	
PMAA_031210	154	1	-121	
PMAA_031740	731	3	-123,-398	-323
PMAA_031960	488	2	-282	-458
PMAA_102630	297	2	-48	-170
PMAA_093410	317	1		-165
PMAA_050300	2409	15	-748,-1761,-1887	-340,-430,-479,-647,-1092,-1345,-1358,-1587,-1821,-1870,-1951,-2353
PMAA_027770	535	2	-388,-482	
PMAA_095840	2485	14	-331,-373,-495,-681,-1236,-1522,-1536,-2155,-2339	-46,-108,-643,-748,-1496
PMAA_050650	1573	8	-41,-791,-1294,-1403,-1468	-85,-166,-205
PMAA_004780	2500	9	-87,-627,-1145,-2404	-240,-1385,-1712,-2051,-2379
PMAA_038590	2500	10	-51,-552,-1154,-1418,-2109,-2413	-264,-812,-2055,-2470
PMAA_059420	650	6	-453,-479,-613	-305,-451,-636
PMAA_058450	345	2	-40	-240
PMAA_040460	150	2		-2,-25
PMAA_077160	2077	8	-856,-879,-1181,-1210,-1383,-1748,-1962	-1509
PMAA_029830	487	4	-463	-75,-139,-180
PMAA_017290	931	4		-50,-191,-477,-571
PMAA_073890	248	1		-52
PMAA_080260	1219	4		-200,-260,-700,-725
PMAA_010010	1737	4	-472,-1432	-200,-1205
PMAA_058330	571	1		-53
PMAA_045540	1049	3	-533	-896,-972
PMAA_091030	381	1	-286	
PMAA_055930	552	1	-288	
PMAA_091010	485	1	-224	
PMAA_071830	1946	9	-1076,-1132,-1158,-1278,-1415,-1738,-1930	-125,-1001
PMAA_074840	1915	3	-962	-1128,-1788
PMAA_048530	686	5	-49,-469,-672	-3,-342
PMAA_059680	482	1		-87
PMAA_061980	2500	11	-306,-1434,-1541,-1848	-265,-359,-486,-536,-870,-1172,-1809
PMAA_061630	2500	12	-44,-888,-942,-1974,-2031	-512,-597,-927,-1010,-1587,-1878,-2191
PMAA_059270	1173	7	-515,-1079,-1131	-140,-245,-319,-772
PMAA_063850	745	3	-482,-695	-33
PMAA_068800	612	1	-485	
PMAA_069400	430	1		-6
PMAA_049620	675	4		-15,-66,-403,-462
PMAA_068750	951	3		-102,-151,-370
PMAA_043280	200	4	-88,-95,-134	-57
PMAA_018010	1010	5	-956	-43,-617,-668,-848
PMAA_062720	564	4	-292,-460,-507,-529	
PMAA_095530	987	6	-89,-444,-797,-934	-565,-631
PMAA_093330	1123	7	-102,-182,-286,-811	-606,-647,-1005
PMAA_032430	402	2		-36,-384
PMAA_040090	530	3		-115,-127,-143
PMAA_028510	278	2	-231	-4
PMAA_056530	261	1	-234	
PMAA_077570	1673	3	-627,-1508	-1166
PMAA_061180	1105	3	-38	-37,-541
PMAA_054550	487	6	-49,-76,-277	-74,-139,-314
PMAA_089300	643	1	-416	
PMAA_089650	2500	12	-317,-343,-408,-882,-1669,-1913	-120,-801,-1118,-1174,-1347,-1420
PMAA_039240	1037	4	-104,-284,-294	-981
PMAA_096160	614	2		-21,-277
PMAA_022070	1561	3	-1488	-256,-417
PMAA_002620	1025	4	-939	-154,-468,-771
PMAA_076030	1365	5	-876	-55,-183,-571,-900
PMAA_052220	411	3	-304,-337	-129
PMAA_016360	651	1	-435	
PMAA_101210	1235	8	-201,-262,-667,-889,-1010,-1197	-474,-498
PMAA_048390	717	4	-264,-429,-438,-687	
PMAA_092420	911	1		-830
PMAA_097410	1484	5		-8,-159,-197,-253,-1371
PMAA_078320	839	1	-103	
PMAA_030100	181	3	-58,-156	-45
PMAA_010900	631	3		-3,-41,-384
PMAA_054100	720	3	-99,-650	-169
PMAA_086300	853	5	-622,-757	-362,-573,-813
PMAA_014210	609	2	-212	-577
PMAA_060580	2208	12	-60,-589,-969,-1401,-1568	-31,-182,-326,-463,-469,-1539,-1582
PMAA_022610	2246	2	-1772	-285
PMAA_013840	451	1	-82	
PMAA_040320	1005	9	-757,-766,-779,-791,-868,-971	-86,-376,-789
PMAA_015570	2500	12	-355,-380,-434,-1073,-1210,-1337,-2225	-896,-944,-1094,-1422,-2199
PMAA_016500	279	4		-178,-239,-249,-262
PMAA_072870	1690	2	-805	-17
PMAA_050270	740	2	-314	-555
PMAA_064070	829	4	-531	-215,-591,-637
PMAA_005510	971	2	-512	-603
PMAA_059180	1068	4	-23	-307,-625,-751
PMAA_034870	2500	8	-659,-1952,-2188	-73,-390,-1559,-2064,-2154
PMAA_079030	1297	1		-733
PMAA_023370	636	1		-525
PMAA_100000	2500	4	-1043	-37,-1108,-1956
PMAA_021250	752	5	-635,-647,-717	-78,-542
PMAA_002430	925	5	-46,-283,-491	-308,-358
PMAA_033470	1357	2		-838,-903
PMAA_089870	1231	4	-88,-571	-123,-1149
PMAA_085140	318	1	-20	
PMAA_098130	308	2	-256	-271
PMAA_094140	701	3		-85,-338,-399
PMAA_098640	1246	5	-668,-830	-421,-602,-1165
PMAA_094490	57	1		-23
PMAA_050880	1763	8	-429,-1410	-221,-299,-340,-1085,-1201,-1502
PMAA_081300	1267	1	-557	
PMAA_081650	146	2	-66	-64
PMAA_084320	2321	13	-601,-694,-800,-1497,-1648	-149,-375,-408,-431,-518,-1467,-1587,-1646
PMAA_099510	731	1		-134
PMAA_021030	1605	3	-946,-1044,-1526	
PMAA_081120	1343	2	-443,-999	
PMAA_069980	2500	14	-470,-1738,-1750,-1778,-1787,-1799,-1806,-1817,-2067,-2139,-2424	-121,-175,-555
PMAA_044910	1554	7	-300,-1222	-260,-931,-1037,-1094,-1202
PMAA_079470	1392	4	-389,-857	-7,-838
PMAA_058060	163	2	-84,-91	
PMAA_094720	602	4		-179,-280,-377,-440
PMAA_034290	955	8	-118,-147,-327,-663	-216,-672,-705,-836
PMAA_056300	1155	8	-243,-271,-289,-529,-784,-953	-175,-422
PMAA_049540	498	2	-430	-445
PMAA_015850	1910	9	-928,-1013,-1315,-1493	-250,-312,-467,-939,-1557
PMAA_079800	708	3		-11,-151,-198
PMAA_001010	2500	9	-1268,-1491,-2198,-2216	-152,-262,-1215,-1239,-2472
PMAA_085530	976	2	-836	-413
PMAA_008950	1488	4	-443	-221,-834,-859
PMAA_039400	352	1		-2
PMAA_071790	1909	5	-400,-1775	-1501,-1634,-1688
PMAA_003340	725	4	-268,-565	-137,-293
PMAA_065840	336	2		-210,-329
PMAA_072260	1947	3	-1703,-1885	-1402
PMAA_001270	588	6	-74,-240,-292	-24,-325,-404
PMAA_030970	927	4	-33	-187,-252,-425
PMAA_077080	1827	9	-39,-146,-1102	-695,-710,-856,-973,-1124,-1421
PMAA_035180	1332	4	-398,-968	-61,-361
PMAA_020340	766	1		-187
PMAA_020610	1321	1		-174
PMAA_073790	374	1	-226	
PMAA_086940	285	1		-71
PMAA_097040	952	4	-89,-544	-58,-155
PMAA_013330	758	4	-95	-93,-101,-545
PMAA_002110	735	5	-185,-201,-655	-515,-572
PMAA_027960	451	3	-82,-224	-304
PMAA_037960	418	4	-159,-364	-77,-294
PMAA_058650	1301	6	-621,-937	-471,-505,-978,-1059
PMAA_090130	788	1		-540
PMAA_099770	878	4	-118,-340	-772,-781
PMAA_057300	2500	2	-1724	-2385
PMAA_090640	727	4	-72,-328,-421	-665
PMAA_030600	198	1	-138	
PMAA_035980	197	3	-147	-110,-127
PMAA_091510	323	4	-25,-103	-57,-223
PMAA_035230	355	1	-241	
PMAA_051220	873	2	-707,-859	
PMAA_053840	1620	6		-79,-113,-239,-252,-570,-905
PMAA_053510	1741	9	-586,-663,-764,-953,-1000,-1132,-1156	-525,-1101
PMAA_070680	217	5	-121,-161,-188,-199	-81
PMAA_025830	583	1	-197	
PMAA_096390	2500	8	-584,-699,-924,-2170,-2245	-396,-2045,-2325
PMAA_058430	140	1	-103	
PMAA_083270	830	3	-59,-534	-254
PMAA_050790	347	2		-310,-327
PMAA_057160	503	3	-154	-323,-383
PMAA_004140	826	4	-441	-80,-721,-810
PMAA_010730	822	1		-296
PMAA_073130	716	2	-416	-183
PMAA_075830	472	1	-47	
PMAA_075510	2082	5	-137,-691,-1352	-260,-924
PMAA_010220	2500	8	-2374	-113,-130,-395,-401,-412,-2293,-2313
PMAA_036180	1767	4	-154,-332	-1326,-1576
PMAA_014020	1632	5	-1063	-297,-944,-1426,-1451
PMAA_009010	782	3	-580	-144,-289
PMAA_076560	595	1	-16	
PMAA_041120	1991	3	-1805,-1971	-1391
PMAA_006270	1854	1		-103
PMAA_027340	197	1		-9
PMAA_004990	576	1		-39
PMAA_062530	1990	10	-235,-301,-598,-687,-885,-1049	-335,-390,-1574,-1766
PMAA_067720	624	2		-219,-251
PMAA_038430	790	1		-742
PMAA_001050	2227	3	-652	-834,-1873
PMAA_069610	2500	9	-252,-872,-964,-1009,-1086,-1808	-402,-1166,-1749
PMAA_069340	969	5	-382,-853	0,-36,-610
PMAA_041570	624	1		-214
PMAA_083890	613	1	-146	
PMAA_060970	2249	12	-462,-766,-994,-1060,-1415,-1623,-2072,-2180	-210,-934,-1344,-1710
PMAA_093600	261	1	-191	
PMAA_004190	1591	4	-716,-902,-1330	-432
PMAA_061460	927	8	-23,-264,-824	-62,-368,-449,-488,-710
PMAA_059740	853	2		-121,-659
PMAA_059210	1138	7	-345,-447,-1047,-1064	-952,-1051,-1062
PMAA_089460	627	3	-89	-169,-393
PMAA_026760	486	1	-182	
PMAA_087230	989	2	-421	-903
PMAA_055210	740	4		-78,-166,-454,-646
PMAA_081820	779	3	-61,-445	-68
PMAA_088840	213	1	-195	
PMAA_081530	424	1		-112
PMAA_074300	865	3	-448,-515	-273
PMAA_024870	188	2	-86	-94
PMAA_087790	1424	4	-227,-616,-1308	-157
PMAA_019020	511	1	-425	
PMAA_082320	411	3	-36	-201,-326
PMAA_075410	1347	3		-277,-782,-1300
PMAA_006010	902	2	-502	-415
PMAA_048250	960	1		-605
PMAA_044050	210	1		-94
PMAA_026580	2500	3	-1344	-1699,-1997
PMAA_008610	2500	7	-127,-919,-1486,-1984,-2158,-2409	-561
PMAA_048940	1209	5	-414,-442,-547,-1133	-14
PMAA_017820	639	3	-627	-200,-263
PMAA_080050	545	2	-22	-126
PMAA_044610	639	2		-274,-284
PMAA_007550	630	4	-561,-602	-171,-353
PMAA_060390	222	2	-184,-190	
PMAA_012850	463	1	-200	
