Gene	5 prime intergenic length	Motif occurences
PMAA_009480	2156	7
PMAA_005550	1016	7
PMAA_015790	4788	19
PMAA_004320	1902	10
PMAA_066150	785	6
PMAA_077230	3146	8
PMAA_023420	2054	7
PMAA_082070	1020	5
PMAA_053830	565	2
PMAA_028870	300	2
PMAA_005690	286	1
PMAA_036680	626	1
PMAA_076580	2128	6
PMAA_008770	226	1
PMAA_015440	359	4
PMAA_058110	1929	6
PMAA_052400	9917	29
PMAA_082190	1103	8
PMAA_051470	978	4
PMAA_078540	294	2
PMAA_076320	419	1
PMAA_010270	571	2
PMAA_078890	1289	8
PMAA_089740	1759	8
PMAA_006710	1298	7
PMAA_086030	380	1
PMAA_018320	457	6
PMAA_083020	1049	4
PMAA_011270	426	3
PMAA_018980	1493	3
PMAA_049000	1175	2
PMAA_019050	7143	21
PMAA_042330	637	4
PMAA_048200	7310	26
PMAA_087740	455	3
PMAA_045910	10000	24
PMAA_061090	1520	5
PMAA_048750	1006	5
PMAA_033160	919	2
PMAA_078090	1048	2
PMAA_092570	1391	2
PMAA_078760	1191	4
PMAA_069660	1621	2
PMAA_086290	600	2
PMAA_014380	1136	3
PMAA_008110	1056	6
PMAA_068640	1740	5
PMAA_018180	459	1
PMAA_075350	1210	5
PMAA_062670	1108	6
PMAA_019270	2221	5
PMAA_062920	631	2
PMAA_100990	10000	26
PMAA_008910	4271	14
PMAA_061320	3259	9
PMAA_028130	1827	3
PMAA_064780	2899	4
PMAA_026730	8951	22
PMAA_033300	3589	8
PMAA_070150	1505	5
PMAA_091900	980	6
PMAA_055570	578	5
PMAA_002520	542	2
PMAA_088830	957	4
PMAA_081560	1383	6
PMAA_022340	1307	2
PMAA_040180	256	2
PMAA_100190	3236	10
PMAA_087810	954	2
PMAA_012600	952	4
PMAA_036870	1723	14
PMAA_017890	538	3
PMAA_026880	1495	6
PMAA_026550	351	1
PMAA_003030	2409	5
PMAA_037120	845	2
PMAA_043420	302	2
PMAA_098280	1636	5
PMAA_063780	394	5
PMAA_050910	1320	1
PMAA_015030	438	2
PMAA_019580	1609	4
PMAA_001830	372	2
PMAA_064200	1230	5
PMAA_046170	286	1
PMAA_085710	1016	3
PMAA_034300	671	2
PMAA_034650	979	3
PMAA_007360	1951	8
PMAA_011800	1342	9
PMAA_071570	178	2
PMAA_025280	361	1
PMAA_063250	2934	5
PMAA_079380	1104	1
PMAA_066970	270	2
PMAA_020070	3779	10
PMAA_098860	843	5
PMAA_056870	579	3
PMAA_063330	2720	10
PMAA_088650	1630	4
PMAA_044990	2408	4
PMAA_084100	717	2
PMAA_095100	360	1
PMAA_004200	1591	4
PMAA_023500	1132	11
PMAA_024480	823	6
PMAA_017490	694	5
PMAA_020250	387	1
PMAA_005060	597	1
PMAA_053620	477	1
PMAA_053330	781	5
PMAA_013260	495	1
PMAA_014810	2972	13
PMAA_096860	10000	20
PMAA_079960	680	2
PMAA_084040	618	4
PMAA_042920	243	1
PMAA_095360	1494	3
PMAA_002250	1315	4
PMAA_069890	183	2
PMAA_010040	3689	26
PMAA_017130	637	3
PMAA_080900	1070	4
PMAA_010510	509	2
PMAA_070710	255	1
PMAA_009980	665	2
PMAA_062310	3305	12
PMAA_021700	121	1
PMAA_101310	1400	6
PMAA_030530	776	2
PMAA_025220	2782	13
PMAA_101640	2228	7
PMAA_009180	848	9
PMAA_069470	6869	21
PMAA_102660	559	5
PMAA_031950	488	2
PMAA_076650	913	3
PMAA_093420	131	1
PMAA_095810	3537	16
PMAA_102560	1451	8
PMAA_027700	1693	9
PMAA_067490	2753	6
PMAA_040430	269	1
PMAA_038560	1197	3
PMAA_087240	225	1
PMAA_029860	3911	12
PMAA_091480	430	2
PMAA_069850	457	1
PMAA_029060	351	5
PMAA_051660	838	5
PMAA_096130	88	1
PMAA_036090	978	5
PMAA_089680	192	2
PMAA_055960	260	1
PMAA_083900	613	1
PMAA_058300	356	1
PMAA_055740	5895	17
PMAA_058820	1825	14
PMAA_011640	192	1
PMAA_011390	490	5
PMAA_004000	1507	7
PMAA_074870	2207	9
PMAA_040750	1716	3
PMAA_082050	88	2
PMAA_082500	796	3
PMAA_017770	1321	6
PMAA_078950	8460	22
PMAA_085080	1220	5
PMAA_011020	585	1
PMAA_068250	256	3
PMAA_049610	675	4
PMAA_018510	614	1
PMAA_037220	4786	13
PMAA_068780	1233	7
PMAA_081970	368	2
PMAA_077520	832	7
PMAA_036370	421	3
PMAA_077830	1974	8
PMAA_051080	2109	5
PMAA_048690	5077	9
PMAA_066360	1047	4
PMAA_039210	2559	5
PMAA_089350	755	6
PMAA_051100	568	6
PMAA_069780	2039	10
PMAA_034820	669	3
PMAA_008320	1803	8
PMAA_039810	3208	9
PMAA_092920	758	1
PMAA_022080	1561	3
PMAA_068430	10000	35
PMAA_088330	1182	4
PMAA_032790	591	3
PMAA_037320	945	2
PMAA_052210	645	2
PMAA_078370	344	5
PMAA_092900	695	2
PMAA_092690	2691	9
PMAA_086370	720	1
PMAA_089530	1047	6
PMAA_088480	1255	5
PMAA_081350	364	1
PMAA_074320	233	1
PMAA_013720	315	1
PMAA_022660	1013	6
PMAA_016550	1105	5
PMAA_019640	775	4
PMAA_042100	160	3
PMAA_072820	810	7
PMAA_020690	132	2
PMAA_064040	1890	9
PMAA_046340	2934	9
PMAA_037100	696	1
PMAA_026920	1274	4
PMAA_060200	168	2
PMAA_007110	1296	4
PMAA_060750	630	6
PMAA_071290	763	2
PMAA_013090	2496	4
PMAA_082200	1103	8
PMAA_076010	481	2
PMAA_082750	2868	6
PMAA_100030	1267	2
PMAA_021280	1869	4
PMAA_075600	179	1
PMAA_033440	863	3
PMAA_077980	1818	10
PMAA_015400	587	1
PMAA_019000	371	1
PMAA_083330	193	1
PMAA_094190	605	2
PMAA_098670	1542	4
PMAA_079590	351	4
PMAA_099810	548	1
PMAA_024010	1426	4
PMAA_021060	731	6
PMAA_064430	1796	9
PMAA_038020	205	1
PMAA_030230	2878	9
PMAA_101120	239	1
PMAA_012410	761	3
PMAA_094770	9798	20
PMAA_098490	399	2
PMAA_094990	1237	4
PMAA_083620	154	1
PMAA_085420	1187	5
PMAA_099720	366	3
PMAA_050450	1552	9
PMAA_090670	3258	12
PMAA_057480	914	4
PMAA_015820	485	1
PMAA_045610	1247	6
PMAA_029670	980	2
PMAA_080750	279	2
PMAA_080020	3778	11
PMAA_080410	1910	4
PMAA_073520	209	1
PMAA_056680	2113	12
PMAA_000930	2784	9
PMAA_009400	978	1
PMAA_071740	462	1
PMAA_034030	711	4
PMAA_003910	1081	6
PMAA_057150	2802	10
PMAA_072210	842	6
PMAA_101780	1653	5
PMAA_030940	1373	7
PMAA_045060	383	3
PMAA_030490	1774	8
PMAA_039770	109	2
PMAA_073290	690	3
PMAA_093250	731	1
PMAA_086970	489	1
PMAA_031540	613	4
PMAA_027930	1205	2
PMAA_037910	1042	2
PMAA_058680	229	1
PMAA_065140	903	2
PMAA_004940	733	2
PMAA_032890	1263	6
PMAA_043000	4674	20
PMAA_051270	4246	18
PMAA_066170	3320	14
PMAA_101870	877	3
PMAA_035200	320	2
PMAA_092120	791	2
PMAA_006420	433	3
PMAA_053810	791	3
PMAA_096630	822	9
PMAA_028810	674	3
PMAA_074410	902	3
PMAA_083220	652	4
PMAA_058460	1302	6
PMAA_032270	803	2
PMAA_040260	846	2
PMAA_042480	5175	20
PMAA_043560	557	4
PMAA_059220	249	2
PMAA_054680	1305	6
PMAA_009540	1007	6
PMAA_054170	316	1
PMAA_075840	1572	4
PMAA_010250	884	2
PMAA_044220	1079	3
PMAA_014010	835	2
PMAA_041340	935	3
PMAA_070500	1057	3
PMAA_047930	1060	1
PMAA_055880	423	3
PMAA_083040	408	2
PMAA_023460	681	3
PMAA_011250	4683	24
PMAA_067770	586	6
PMAA_004490	1217	3
PMAA_045930	1283	4
PMAA_048220	1461	2
PMAA_033140	250	3
PMAA_075590	179	1
PMAA_064230	1496	3
PMAA_069640	3324	11
PMAA_060920	551	2
PMAA_008130	716	2
PMAA_044080	297	1
PMAA_093650	734	2
PMAA_008650	662	2
PMAA_076820	4076	7
PMAA_062690	391	1
PMAA_032090	1771	2
PMAA_100200	499	5
PMAA_061340	1960	7
PMAA_033850	2673	9
PMAA_033320	429	1
PMAA_006220	457	2
PMAA_026710	2138	5
PMAA_060690	2601	11
PMAA_055220	851	4
PMAA_043190	1320	4
PMAA_088810	769	1
PMAA_067400	272	3
PMAA_081500	479	3
PMAA_047750	2196	6
PMAA_008660	118	1
PMAA_082310	488	5
PMAA_052680	9377	23
PMAA_087830	1062	4
PMAA_086410	799	2
PMAA_026570	1065	1
PMAA_012620	1133	1
PMAA_029380	660	2
PMAA_085690	342	3
PMAA_018700	1849	6
PMAA_093240	381	4
PMAA_074070	3115	8
PMAA_043440	648	2
PMAA_075620	1482	5
PMAA_047280	3371	17
PMAA_015050	1745	6
PMAA_008870	421	1
PMAA_001810	1301	7
PMAA_043510	490	2
PMAA_045590	912	5
PMAA_011820	396	2
PMAA_063270	567	1
PMAA_028380	3858	16
PMAA_052020	1067	1
PMAA_101020	879	1
PMAA_024710	116	1
PMAA_066990	548	1
PMAA_094380	395	1
PMAA_026960	3790	12
PMAA_098800	1324	4
PMAA_056850	4600	19
PMAA_063310	823	5
PMAA_025000	439	2
PMAA_088670	331	1
PMAA_084120	649	2
PMAA_035100	406	5
PMAA_042710	355	3
PMAA_090440	1073	9
PMAA_046150	1087	2
PMAA_046620	622	2
PMAA_025160	1720	7
PMAA_023850	2124	9
PMAA_092350	330	1
PMAA_053310	724	2
PMAA_005040	3062	13
PMAA_056140	1703	5
PMAA_084480	1384	6
PMAA_013280	252	3
PMAA_096840	3116	8
PMAA_084020	9712	28
PMAA_095380	459	2
PMAA_076220	2673	4
PMAA_072020	254	2
PMAA_021490	269	1
PMAA_064840	2049	5
PMAA_002230	301	2
PMAA_064590	498	3
PMAA_101240	457	3
PMAA_070770	552	6
PMAA_083690	1012	4
PMAA_027540	1260	3
PMAA_016880	923	5
PMAA_067160	1037	3
PMAA_021720	164	1
PMAA_024000	1205	2
PMAA_101660	506	2
PMAA_030550	768	1
PMAA_030000	1915	9
PMAA_102310	4262	11
PMAA_031970	854	3
PMAA_102640	2862	5
PMAA_063860	908	5
PMAA_047580	510	1
PMAA_031750	1768	10
PMAA_095830	4785	18
PMAA_093400	747	2
PMAA_027760	1209	4
PMAA_050660	333	1
PMAA_004790	3223	12
PMAA_057810	275	1
PMAA_040410	881	3
PMAA_038580	8167	22
PMAA_064320	681	8
PMAA_026130	809	1
PMAA_077170	153	1
PMAA_059410	650	6
PMAA_051640	1777	11
PMAA_023320	6464	21
PMAA_029800	675	1
PMAA_017280	3545	11
PMAA_080250	1219	4
PMAA_010060	2875	11
PMAA_080920	277	1
PMAA_055940	237	2
PMAA_014120	307	2
PMAA_055760	438	3
PMAA_011620	237	1
PMAA_071820	1946	9
PMAA_087500	187	3
PMAA_040730	1501	2
PMAA_059620	804	1
PMAA_065080	834	4
PMAA_087590	767	3
PMAA_035690	1550	4
PMAA_017750	1582	4
PMAA_061640	2938	13
PMAA_048500	622	1
PMAA_066690	661	3
PMAA_078970	169	1
PMAA_039180	797	2
PMAA_010390	8130	29
PMAA_017040	510	4
PMAA_043290	442	1
PMAA_018060	337	2
PMAA_035460	415	1
PMAA_062730	2349	8
PMAA_068230	2384	8
PMAA_049630	665	1
PMAA_040080	530	3
PMAA_037690	265	1
PMAA_092990	10000	24
PMAA_077500	217	1
PMAA_065330	1314	5
PMAA_025110	4288	13
PMAA_054540	487	6
PMAA_066340	1787	4
PMAA_039230	1037	4
PMAA_026310	690	1
PMAA_089330	551	1
PMAA_058030	2342	4
PMAA_088310	170	2
PMAA_022060	613	7
PMAA_063480	638	4
PMAA_090470	1083	1
PMAA_037340	2475	6
PMAA_052230	411	3
PMAA_029160	705	3
PMAA_097400	2122	4
PMAA_010930	746	1
PMAA_006520	832	4
PMAA_016030	596	3
PMAA_026380	1316	9
PMAA_086310	853	5
PMAA_014220	942	3
PMAA_060590	178	1
PMAA_044410	2408	8
PMAA_013870	2907	15
PMAA_081330	344	1
PMAA_022600	780	4
PMAA_087070	3584	14
PMAA_047140	3401	13
PMAA_016570	940	8
PMAA_096060	784	4
PMAA_072840	910	4
PMAA_064060	829	4
PMAA_034800	954	2
PMAA_007170	2710	8
PMAA_060770	4288	6
PMAA_008300	1216	1
PMAA_079750	94	1
PMAA_079020	365	3
PMAA_053120	391	1
PMAA_058210	1401	3
PMAA_072900	2665	13
PMAA_033460	1357	2
PMAA_049830	3156	10
PMAA_002120	486	2
PMAA_100010	318	1
PMAA_089800	954	7
PMAA_002710	249	3
PMAA_098650	3241	13
PMAA_093380	1302	11
PMAA_098120	2010	9
PMAA_050890	1763	8
PMAA_099830	2151	3
PMAA_005410	3578	20
PMAA_021000	636	1
PMAA_038000	408	1
PMAA_064450	830	4
PMAA_050470	464	1
PMAA_037240	2089	6
PMAA_012470	406	2
PMAA_007790	7587	15
PMAA_056330	1505	5
PMAA_094710	255	2
PMAA_056440	578	2
PMAA_003080	967	2
PMAA_040030	2068	7
PMAA_041150	374	1
PMAA_057310	3462	4
PMAA_015840	1910	9
PMAA_077340	1213	10
PMAA_029650	2005	7
PMAA_001790	275	1
PMAA_005460	4570	20
PMAA_005030	308	2
PMAA_091380	403	5
PMAA_001020	326	2
PMAA_066500	1969	8
PMAA_087460	835	4
PMAA_041520	1130	8
PMAA_074530	1122	3
PMAA_006990	931	2
PMAA_065850	119	1
PMAA_072270	154	1
PMAA_007560	3032	16
PMAA_001240	378	4
PMAA_030960	927	4
PMAA_045040	2286	3
PMAA_079930	442	5
PMAA_020350	1264	4
PMAA_063100	1784	5
PMAA_039750	702	3
PMAA_031560	407	1
PMAA_009680	267	2
PMAA_086950	285	1
PMAA_096430	2869	6
PMAA_058660	1301	6
PMAA_037970	763	3
PMAA_090650	727	4
PMAA_090120	1564	5
PMAA_027950	477	1
PMAA_091520	323	4
PMAA_051250	1265	9
PMAA_030610	1025	6
PMAA_101850	3101	11
PMAA_035990	1724	6
PMAA_051780	1258	9
PMAA_045400	3311	11
PMAA_080000	357	1
PMAA_025800	618	4
PMAA_096380	7789	26
PMAA_028830	145	1
PMAA_070690	1045	3
PMAA_083200	117	1
PMAA_031690	270	2
PMAA_034110	697	2
PMAA_058400	755	4
PMAA_002200	780	8
PMAA_057170	810	1
PMAA_050780	255	2
PMAA_039480	419	3
PMAA_087220	989	2
PMAA_051430	247	1
PMAA_075820	429	1
PMAA_010720	1133	4
PMAA_010230	6562	27
PMAA_009020	783	6
PMAA_070520	2116	9
PMAA_041630	1085	9
PMAA_027370	23	1
PMAA_003330	725	4
PMAA_076590	1353	11
PMAA_062500	642	2
PMAA_067750	271	1
PMAA_074990	1004	2
PMAA_004960	1095	2
PMAA_045950	1523	7
PMAA_069330	969	5
PMAA_069620	743	4
PMAA_000300	1069	4
PMAA_036750	1346	2
PMAA_060900	960	8
PMAA_037270	446	5
PMAA_093670	1419	7
PMAA_015370	466	3
PMAA_059200	1138	7
PMAA_069210	1061	2
PMAA_033690	4282	15
PMAA_005780	297	6
PMAA_086780	10000	39
PMAA_089470	1093	3
PMAA_026770	174	1
PMAA_055200	662	3
PMAA_081520	1950	5
PMAA_081830	481	2
PMAA_003530	2196	9
PMAA_024860	188	2
PMAA_047770	201	1
PMAA_088870	569	2
PMAA_019010	371	1
PMAA_082330	658	4
PMAA_048240	852	2
PMAA_086430	1396	8
PMAA_026590	6552	17
PMAA_012860	463	1
PMAA_044600	678	2
PMAA_012640	257	1
PMAA_093260	174	1
PMAA_007540	630	4
PMAA_007090	1192	4
PMAA_068570	133	2
PMAA_018720	201	2
PMAA_043460	7652	22
PMAA_081780	1209	6
PMAA_032610	1659	4
PMAA_015070	1496	5
PMAA_071040	250	3
PMAA_001870	510	1
PMAA_061360	4367	21
PMAA_100220	863	4
PMAA_035440	399	3
PMAA_017560	699	1
PMAA_060010	1703	5
PMAA_007320	1392	5
PMAA_035190	320	2
PMAA_007890	3711	7
PMAA_063290	2408	13
PMAA_034610	2294	9
PMAA_022290	1214	6
PMAA_065620	1572	7
PMAA_084490	132	2
PMAA_076150	284	1
PMAA_048860	245	1
PMAA_024730	1373	5
PMAA_021920	320	4
PMAA_097360	189	2
PMAA_094810	2414	6
PMAA_020030	113	1
PMAA_056780	2263	7
PMAA_093840	960	3
PMAA_098820	1131	3
PMAA_056830	995	1
PMAA_088690	1275	17
PMAA_025020	389	1
PMAA_013110	1195	5
PMAA_065990	649	3
PMAA_095630	622	1
PMAA_099190	1922	5
PMAA_025960	211	1
PMAA_095140	628	1
PMAA_042730	1651	3
PMAA_046600	293	1
PMAA_024240	571	3
PMAA_053660	236	3
PMAA_075160	437	1
PMAA_071460	1278	3
PMAA_086890	4155	9
PMAA_003580	134	1
PMAA_084000	614	5
PMAA_014580	27	1
PMAA_079250	425	2
PMAA_099990	4539	6
PMAA_042650	1991	8
PMAA_076200	422	3
PMAA_063750	1957	12
PMAA_057780	1954	8
PMAA_072040	533	3
PMAA_024190	314	1
PMAA_075010	251	3
PMAA_001490	3079	15
PMAA_064860	268	4
PMAA_036960	1301	4
PMAA_005970	1087	7
PMAA_070750	1438	4
PMAA_084740	1255	3
PMAA_027560	146	1
PMAA_067100	2038	6
PMAA_095440	415	2
PMAA_021740	1647	10
PMAA_026860	518	4
PMAA_091730	3480	14
PMAA_030570	303	2
PMAA_037410	228	2
PMAA_020290	188	1
PMAA_080490	459	1
PMAA_036530	387	1
PMAA_026120	304	1
PMAA_102620	297	2
PMAA_031220	154	1
PMAA_031730	731	3
PMAA_090220	402	1
PMAA_093460	7941	33
PMAA_050640	1573	8
PMAA_004770	995	1
PMAA_095850	773	1
PMAA_059920	455	5
PMAA_040470	1493	2
PMAA_041360	1955	6
PMAA_059430	572	1
PMAA_045380	2093	5
PMAA_077150	1053	4
PMAA_029820	391	1
PMAA_101500	151	3
PMAA_080270	1018	4
PMAA_073310	456	1
PMAA_043920	932	1
PMAA_010000	530	1
PMAA_054370	2120	8
PMAA_093930	1281	1
PMAA_018260	5766	20
PMAA_011350	1514	11
PMAA_055920	516	1
PMAA_058340	600	5
PMAA_083570	3925	19
PMAA_049380	297	3
PMAA_040710	1786	12
PMAA_071800	1065	3
PMAA_074830	1004	2
PMAA_059690	482	1
PMAA_081720	519	2
PMAA_048520	2367	10
PMAA_061620	1003	6
PMAA_061990	1797	6
PMAA_068810	612	1
PMAA_063840	674	1
PMAA_068740	796	1
PMAA_003450	3777	21
PMAA_018000	1010	5
PMAA_049650	316	2
PMAA_032420	1385	2
PMAA_062710	686	2
PMAA_043020	158	1
PMAA_022510	1237	4
PMAA_077560	1479	6
PMAA_061190	569	3
PMAA_054520	56	1
PMAA_039250	597	3
PMAA_089310	2430	6
PMAA_024420	249	1
PMAA_096170	614	2
PMAA_028520	983	3
PMAA_022040	2517	7
PMAA_088990	1350	3
PMAA_015480	5550	27
PMAA_037360	1087	6
PMAA_052250	3472	19
PMAA_016370	834	2
PMAA_087130	1117	4
PMAA_048380	717	4
PMAA_059930	192	1
PMAA_053420	839	2
PMAA_016660	840	6
PMAA_010910	417	4
PMAA_078330	222	1
PMAA_097170	902	5
PMAA_086330	433	2
PMAA_015660	814	1
PMAA_014200	1344	2
PMAA_060570	10000	55
PMAA_059070	540	2
PMAA_084920	173	2
PMAA_084790	2612	8
PMAA_047120	871	5
PMAA_019600	350	2
PMAA_019350	2037	7
PMAA_016510	991	6
PMAA_072960	785	5
PMAA_046830	1034	4
PMAA_072860	364	3
PMAA_097280	1580	4
PMAA_070030	5455	26
PMAA_064000	985	5
PMAA_072420	1004	8
PMAA_012980	1963	2
PMAA_023600	2109	5
PMAA_007150	1705	8
PMAA_060710	494	2
PMAA_034860	1069	3
PMAA_079000	242	1
PMAA_067920	1041	3
PMAA_021240	640	1
PMAA_067290	865	1
PMAA_033480	2058	6
PMAA_045510	1136	3
PMAA_095070	538	3
PMAA_085150	612	4
PMAA_094150	701	3
PMAA_025240	322	2
PMAA_094480	697	2
PMAA_098100	1146	2
PMAA_043580	782	5
PMAA_081640	651	1
PMAA_022620	1351	5
PMAA_081310	2847	10
PMAA_088190	1557	6
PMAA_097820	1266	5
PMAA_024050	796	2
PMAA_021020	575	1
PMAA_018270	5766	20
PMAA_069990	475	3
PMAA_012450	238	1
PMAA_020990	287	2
PMAA_034280	955	8
PMAA_094730	602	4
PMAA_071250	940	1
PMAA_002490	3335	8
PMAA_013580	773	3
PMAA_015860	1540	5
PMAA_072780	1071	4
PMAA_049910	830	6
PMAA_001000	3447	14
PMAA_054150	605	1
PMAA_002670	397	8
PMAA_078500	261	1
PMAA_085540	585	3
PMAA_043710	2165	8
PMAA_039410	174	1
PMAA_071780	932	3
PMAA_088730	160	2
PMAA_004560	570	4
PMAA_054160	418	3
PMAA_074740	904	5
PMAA_037090	208	1
PMAA_040350	2887	8
PMAA_099500	933	2
PMAA_077090	2749	4
PMAA_001260	588	6
PMAA_030900	1987	6
PMAA_092250	324	2
PMAA_005560	330	2
PMAA_073780	1846	10
PMAA_020370	1024	3
PMAA_039730	1671	7
PMAA_102430	10000	12
PMAA_063120	1060	2
PMAA_086930	1145	13
PMAA_015520	2268	15
PMAA_058640	4477	20
PMAA_031500	1801	5
PMAA_044120	898	3
PMAA_090100	214	1
PMAA_099760	878	4
PMAA_057370	574	3
PMAA_101520	861	3
PMAA_015780	2012	4
PMAA_080680	674	5
PMAA_054310	2476	8
PMAA_030630	517	1
PMAA_039080	453	4
PMAA_053850	1620	6
PMAA_083430	323	1
PMAA_008760	226	1
PMAA_076410	365	5
PMAA_084940	196	1
PMAA_058420	1865	8
PMAA_057190	570	3
PMAA_075200	479	2
PMAA_077200	750	4
PMAA_075800	899	2
PMAA_078830	1207	2
PMAA_006600	1160	2
PMAA_073120	1375	7
PMAA_010210	1385	3
PMAA_010740	3231	9
PMAA_006700	1694	7
PMAA_009000	782	3
PMAA_005580	1891	7
PMAA_083060	221	2
PMAA_102290	1755	10
PMAA_036190	1767	4
PMAA_014050	740	2
PMAA_027350	653	2
PMAA_018920	285	1
PMAA_062520	1478	1
PMAA_057990	1150	6
PMAA_004980	576	1
PMAA_032850	818	1
PMAA_067730	933	7
PMAA_038420	309	1
PMAA_059590	1140	4
PMAA_078780	1367	5
PMAA_069350	618	2
PMAA_069600	2480	5
PMAA_036770	153	1
PMAA_055040	710	4
PMAA_044040	210	1
PMAA_083880	577	3
PMAA_060960	1451	4
PMAA_075710	2697	14
PMAA_004180	173	1
PMAA_008900	4271	14
PMAA_059770	1666	9
PMAA_026750	486	1
PMAA_033810	330	2
PMAA_044590	3023	8
PMAA_089450	627	3
PMAA_055260	297	1
PMAA_011160	2228	8
PMAA_003020	6500	22
PMAA_003510	526	2
PMAA_024880	1691	7
PMAA_081810	892	7
PMAA_088850	610	5
PMAA_065270	633	4
PMAA_047710	466	1
PMAA_048260	960	1
PMAA_091170	834	5
PMAA_077950	420	3
PMAA_019030	921	3
PMAA_082350	1127	3
PMAA_066060	1226	7
PMAA_064210	337	1
PMAA_045970	193	1
PMAA_017830	639	3
PMAA_012660	731	5
PMAA_060380	657	2
PMAA_044620	1259	6
PMAA_007520	764	3
PMAA_043480	572	2
PMAA_068000	987	3
PMAA_034450	563	1
PMAA_018740	1314	6
PMAA_068550	1808	3
PMAA_074030	3158	12
PMAA_015090	1607	6
PMAA_032670	507	1
PMAA_001850	755	1
PMAA_019290	222	1
PMAA_061380	1634	6
PMAA_092880	1894	3
PMAA_037110	845	2
PMAA_060030	649	3
PMAA_034630	1169	4
PMAA_098590	2649	13
PMAA_088500	3239	7
PMAA_025590	731	6
PMAA_065600	716	6
PMAA_052060	185	2
PMAA_009610	1966	4
PMAA_097610	157	1
PMAA_046440	218	1
PMAA_021900	2183	5
PMAA_056810	656	1
PMAA_098370	2021	7
PMAA_056760	213	1
PMAA_094830	2375	5
PMAA_093820	1085	5
PMAA_081100	875	3
PMAA_025040	511	2
PMAA_095610	790	8
PMAA_079490	264	4
PMAA_071100	1412	3
PMAA_062890	562	5
PMAA_042750	3878	17
PMAA_075780	583	3
PMAA_046190	1035	1
PMAA_046660	664	3
PMAA_056100	379	1
PMAA_014870	783	3
PMAA_071440	3379	14
PMAA_079270	756	5
PMAA_099970	797	3
PMAA_042630	367	2
PMAA_023700	1769	11
PMAA_064800	667	2
PMAA_023250	630	2
PMAA_024100	1309	5
PMAA_047530	189	2
PMAA_004370	2818	12
PMAA_027500	1454	6
PMAA_067120	274	2
PMAA_011660	2109	10
PMAA_044390	151	1
PMAA_024310	839	3
PMAA_038630	1594	10
PMAA_029590	1281	1
PMAA_091750	584	7
PMAA_080470	591	2
PMAA_085480	572	6
PMAA_093440	6927	28
PMAA_014520	366	1
PMAA_102570	4322	12
PMAA_050330	673	3
PMAA_095870	920	4
PMAA_050620	1633	16
PMAA_004750	5920	23
PMAA_040900	470	2
PMAA_059900	1515	3
PMAA_040450	402	1
PMAA_045360	539	6
PMAA_088300	1169	3
PMAA_069840	457	1
PMAA_061810	1587	8
PMAA_025760	850	3
PMAA_080210	418	1
PMAA_073330	1664	1
PMAA_010020	1737	4
PMAA_043900	1101	4
PMAA_009250	198	2
PMAA_023070	835	2
PMAA_011370	1608	8
PMAA_074810	429	5
PMAA_071860	1009	6
PMAA_065040	406	1
PMAA_017800	2014	5
PMAA_101950	5115	21
PMAA_087080	1388	9
PMAA_050510	758	2
PMAA_066650	235	1
PMAA_017790	1229	4
PMAA_061600	921	5
PMAA_092060	161	2
PMAA_084600	500	1
PMAA_068830	792	2
PMAA_028970	2429	8
PMAA_042980	968	4
PMAA_096990	1001	5
PMAA_031710	310	2
PMAA_102600	937	3
PMAA_031240	4591	22
PMAA_062770	1934	2
PMAA_032440	1590	4
PMAA_090930	1331	8
PMAA_019990	1818	4
PMAA_047420	1834	10
PMAA_077540	583	9
PMAA_066380	480	1
PMAA_051570	1446	4
PMAA_010680	687	1
PMAA_087360	2637	13
PMAA_089660	310	5
PMAA_031600	2136	9
PMAA_039270	1023	3
PMAA_096190	309	1
PMAA_058360	687	5
PMAA_018240	993	4
PMAA_083740	501	4
PMAA_055900	114	1
PMAA_037380	911	4
PMAA_052270	1188	8
PMAA_052900	1707	2
PMAA_087620	410	4
PMAA_019190	248	1
PMAA_016350	651	1
PMAA_083290	112	1
PMAA_016680	1019	4
PMAA_038340	624	1
PMAA_051170	175	3
PMAA_078310	839	1
PMAA_097110	1144	1
PMAA_086680	2506	6
PMAA_010970	10000	33
PMAA_092930	758	1
PMAA_064390	686	4
PMAA_031860	324	1
PMAA_089590	407	2
PMAA_074330	733	3
PMAA_003960	3551	13
PMAA_014260	293	2
PMAA_081170	155	1
PMAA_049670	1066	5
PMAA_068760	972	7
PMAA_018020	824	4
PMAA_011080	646	1
PMAA_022470	1101	1
PMAA_019370	239	2
PMAA_016530	960	2
PMAA_072880	1762	5
PMAA_033710	1416	6
PMAA_100580	270	3
PMAA_064020	3017	10
PMAA_069010	737	8
PMAA_023990	3363	10
PMAA_060730	174	4
PMAA_020800	501	6
PMAA_041300	81	1
PMAA_034840	2426	11
PMAA_068490	2003	9
PMAA_081480	1360	5
PMAA_022020	740	7
PMAA_100050	310	2
PMAA_021220	1778	9
PMAA_089840	459	2
PMAA_085170	8013	20
PMAA_059360	972	3
PMAA_043340	1224	3
PMAA_041970	364	1
PMAA_098160	391	1
PMAA_025690	1793	5
PMAA_081660	440	2
PMAA_058540	628	1
PMAA_047100	2286	10
PMAA_015130	631	2
PMAA_006680	2476	7
PMAA_021590	378	2
PMAA_046270	1045	4
PMAA_097800	485	1
PMAA_012300	1614	5
PMAA_066890	538	2
PMAA_006170	1253	8
PMAA_063550	1200	4
